STATION,NAME,DATE,,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WT01,WT03,WT04,WT05,WT06,WT09,WT10,WT11,WT14
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/09/1970,,,,,0,0,0,40,25,34,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/10/1970,,,,,0,0,0,42,16,39,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/11/1970,,,,,0,0,0,49,25,45,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/12/1970,,,,,0,0,0,45,25,41,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/13/1970,,,,,0,0,0,48,33,46,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/14/1970,,,,,0,0,0,54,28,49,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/15/1970,,,,,0.19,0,0,49,33,43,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/16/1970,,,,,0.02,0,0,44,34,38,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/17/1970,,,,,0.03,0,0,38,31,36,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/18/1970,,,,,0,0,0,45,32,41,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/19/1970,,,,,1.38,12.5,13,41,30,31,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/20/1970,,,,,0.19,2,11,38,28,34,,,,1,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/21/1970,,,,,0.12,2,9,41,29,36,,,,1,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/22/1970,,,,,0.11,2,8,40,29,33,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/23/1970,,,,,0.12,2,6,46,28,41,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/24/1970,,,,,0,0,2,59,28,52,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/25/1970,,,,,0,0,0,69,30,60,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/26/1970,,,,,0,0,0,67,30,65,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/27/1970,,,,,0.32,0,0,68,41,68,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/28/1970,,,,,0.6,0,0,68,46,67,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/29/1970,,,,,0,0,0,69,35,51,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",04/30/1970,,,,,0,0,0,51,35,39,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/01/1970,,,,,0,0,0,39,28,35,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/02/1970,,,,,0,0,0,62,25,60,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/03/1970,,,,,0.01,0,0,63,37,58,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/04/1970,,,,,0,0,0,62,28,57,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/05/1970,,,,,0,0,0,57,30,51,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/06/1970,,,,,0,0,0,64,28,63,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/07/1970,,,,,0.02,0,0,79,49,75,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/08/1970,,,,,0,0,0,75,53,60,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/09/1970,,,,,0.27,0,0,60,42,42,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/10/1970,,,,,0.13,0,0,42,36,39,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/11/1970,,,,,0,0,0,47,32,46,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/12/1970,,,,,0,0,0,60,36,58,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/13/1970,,,,,0,0,0,61,35,56,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/14/1970,,,,,0.42,0,0,55,35,42,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/15/1970,,,,,0.39,0,0,47,32,42,,,,1,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/16/1970,,,,,0.01,0,0,62,37,59,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/17/1970,,,,,0,0,0,82,35,81,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/18/1970,,,,,0,0,0,82,55,68,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/19/1970,,,,,0,0,0,68,40,60,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/20/1970,,,,,0.05,0,0,67,48,57,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/21/1970,,,,,0.03,0,0,57,45,51,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/22/1970,,,,,0,0,0,65,45,62,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/23/1970,,,,,0,0,0,64,36,56,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/24/1970,,,,,0.03,0,0,69,50,66,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/25/1970,,,,,0.08,0,0,66,38,40,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/26/1970,,,,,0,0,0,46,32,45,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/27/1970,,,,,0,0,0,64,38,61,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/28/1970,,,,,0,0,0,62,44,56,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/29/1970,,,,,0.29,0,0,64,54,63,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/30/1970,,,,,0,0,0,75,38,69,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",05/31/1970,,,,,0.15,0,0,69,51,64,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/01/1970,,,,,0,0,0,68,48,63,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/02/1970,,,,,0,0,0,73,35,72,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/03/1970,,,,,0,0,0,81,37,78,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/04/1970,,,,,0,0,0,86,50,83,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/05/1970,,,,,0,0,0,85,45,80,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/06/1970,,,,,0,0,0,90,53,85,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/07/1970,,,,,0.18,0,0,89,55,80,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/08/1970,,,,,0,0,0,,56,,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/09/1970,,,,,0.33,0,0,89,,73,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/10/1970,,,,,0,0,0,85,65,73,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/11/1970,,,,,0.73,0,0,78,61,74,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/12/1970,,,,,0.03,0,0,77,58,70,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/13/1970,,,,,0.42,0,0,68,57,58,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/14/1970,,,,,0,0,0,68,55,67,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/15/1970,,,,,1,0,0,79,59,74,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/16/1970,,,,,0.25,0,0,74,61,73,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/17/1970,,,,,0.02,0,0,78,58,64,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/18/1970,,,,,0.06,0,0,65,48,58,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/19/1970,,,,,0,0,0,69,38,65,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/20/1970,,,,,0.04,0,0,71,52,66,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/21/1970,,,,,0,0,0,79,47,72,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/22/1970,,,,,0,0,0,82,46,78,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/23/1970,,,,,0,0,0,83,62,76,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/24/1970,,,,,0,0,0,76,54,70,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/25/1970,,,,,0.89,0,0,70,44,61,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/26/1970,,,,,0,0,0,67,50,65,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/27/1970,,,,,0,0,0,74,45,71,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/28/1970,,,,,0,0,0,91,62,91,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/29/1970,,,,,0,0,0,91,61,84,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",06/30/1970,,,,,0,0,0,88,67,86,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/01/1970,,,,,0,0,0,86,55,83,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/02/1970,,,,,0,0,0,84,52,76,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/03/1970,,,,,0.02,0,0,76,53,57,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/04/1970,,,,,0.03,0,0,74,48,68,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/05/1970,,,,,0,0,0,80,45,74,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/06/1970,,,,,0,0,0,89,58,86,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/07/1970,,,,,0,0,0,89,56,72,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/08/1970,,,,,0,0,0,81,54,77,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/09/1970,,,,,0,0,0,87,51,83,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/10/1970,,,,,0,0,0,91,56,88,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/11/1970,,,,,0,0,0,92,58,85,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/12/1970,,,,,0,0,0,85,65,82,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/13/1970,,,,,0,0,0,89,62,82,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/14/1970,,,,,0,0,0,85,61,80,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/15/1970,,,,,0.27,0,0,80,57,77,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/16/1970,,,,,0,0,0,91,58,84,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/17/1970,,,,,0,0,0,86,56,79,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/18/1970,,,,,0.01,0,0,79,57,67,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/19/1970,,,,,0.01,0,0,72,51,66,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/20/1970,,,,,0,0,0,79,43,73,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/21/1970,,,,,0,0,0,80,46,78,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/22/1970,,,,,0,0,0,81,57,75,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/23/1970,,,,,0,0,0,81,59,74,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/24/1970,,,,,0,0,0,85,60,80,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/25/1970,,,,,0.02,0,0,94,52,89,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/26/1970,,,,,0,0,0,89,68,70,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/27/1970,,,,,0,0,0,88,56,79,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/28/1970,,,,,0.7,0,0,89,53,70,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/29/1970,,,,,0,0,0,85,68,80,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/30/1970,,,,,0,0,0,91,63,86,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",07/31/1970,,,,,0.02,0,0,86,64,72,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/01/1970,,,,,0,0,0,86,50,76,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/02/1970,,,,,0,0,0,77,54,71,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/03/1970,,,,,0,0,0,71,41,69,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/04/1970,,,,,0,0,0,81,44,74,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/05/1970,,,,,0,0,0,87,51,84,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/06/1970,,,,,0,0,0,86,55,82,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/07/1970,,,,,0,0,0,82,58,70,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/08/1970,,,,,0,0,0,76,66,76,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/09/1970,,,,,0,0,0,85,53,78,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/10/1970,,,,,0.06,0,0,83,60,82,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/11/1970,,,,,0,0,0,86,56,85,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/12/1970,,,,,0,0,0,90,60,86,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/13/1970,,,,,0,0,0,95,60,88,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/14/1970,,,,,0.04,0,0,88,64,75,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/15/1970,,,,,0.01,0,0,75,54,67,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/16/1970,,,,,0,0,0,74,53,67,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/17/1970,,,,,0,0,0,75,44,73,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/18/1970,,,,,0,0,0,88,58,72,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/19/1970,,,,,0,0,0,75,57,68,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/20/1970,,,,,0,0,0,76,42,72,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/21/1970,,,,,0,0,0,79,43,72,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/22/1970,,,,,0.15,0,0,72,53,68,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/23/1970,,,,,0,0,0,86,43,73,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/24/1970,,,,,0,0,0,81,45,76,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/25/1970,,,,,0,0,0,88,59,82,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/26/1970,,,,,0,0,0,87,45,81,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/27/1970,,,,,0,0,0,81,61,72,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/28/1970,,,,,0,0,0,78,45,73,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/29/1970,,,,,0,0,0,78,53,71,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/30/1970,,,,,0.06,0,0,71,54,65,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",08/31/1970,,,,,0,0,0,76,39,72,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/01/1970,,,,,0.03,0,0,75,50,73,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/02/1970,,,,,0,0,0,90,67,75,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/03/1970,,,,,0.18,0,0,80,60,74,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/04/1970,,,,,0,0,0,90,49,84,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/05/1970,,,,,0,0,0,90,59,84,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/06/1970,,,,,0,0,0,84,67,73,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/07/1970,,,,,0.24,0,0,81,59,60,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/08/1970,,,,,0,0,0,80,46,78,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/09/1970,,,,,0.05,0,0,78,54,54,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/10/1970,,,,,0.01,0,0,68,40,58,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/11/1970,,,,,0,0,0,74,35,70,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/12/1970,,,,,0,0,0,70,41,48,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/13/1970,,,,,0,0,0,52,28,46,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/14/1970,,,,,0,0,0,46,34,44,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/15/1970,,,,,0.38,0,0,50,42,46,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/16/1970,,,,,0,0,0,63,33,59,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/17/1970,,,,,0.01,0,0,59,47,55,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/18/1970,,,,,0,0,0,78,48,70,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/19/1970,,,,,0,0,0,86,55,81,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/20/1970,,,,,0,0,0,81,66,71,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/21/1970,,,,,2.34,0,0,71,52,58,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/22/1970,,,,,0,0,0,61,45,58,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/23/1970,,,,,0,0,0,68,34,64,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/24/1970,,,,,0,0,0,66,43,57,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/25/1970,,,,,0.5,0,0,57,43,46,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/26/1970,,,,,0,0,0,53,34,48,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/27/1970,,,,,0,0,0,55,27,48,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/28/1970,,,,,0,0,0,61,30,57,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/29/1970,,,,,0,0,0,72,46,65,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",09/30/1970,,,,,0,0,0,76,36,68,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/01/1970,,,,,0,0,0,70,49,61,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/02/1970,,,,,0,0,0,61,43,47,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/03/1970,,,,,0,0,0,55,35,50,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/04/1970,,,,,0,0,0,69,31,65,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/05/1970,,,,,0,0,0,82,47,81,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/06/1970,,,,,0,0,0,81,51,51,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/07/1970,,,,,0.36,1.5,0,51,30,33,,,,1,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/08/1970,,,,,0.17,0,0,35,32,34,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/09/1970,,,,,0.76,6,6,34,28,29,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/10/1970,,,,,0.35,2,5,37,22,32,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/11/1970,,,,,0.05,0,3,38,25,36,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/12/1970,,,,,0,0,1,54,32,53,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/13/1970,,,,,0.38,0,0,53,36,38,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/14/1970,,,,,0,0,0,43,22,37,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/15/1970,,,,,0.01,0,0,45,24,42,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/16/1970,,,,,0,0,0,57,27,55,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/17/1970,,,,,0,0,0,65,36,55,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/18/1970,,,,,0,0,0,60,28,53,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/19/1970,,,,,0,0,0,59,35,57,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/20/1970,,,,,0,0,0,58,42,57,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/21/1970,,,,,0,0,0,62,44,59,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/22/1970,,,,,0.19,0,0,59,48,51,,,1,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/23/1970,,,,,0,0,0,56,41,55,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/24/1970,,,,,0,0,0,57,47,54,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/25/1970,,,,,0.31,0,0,57,52,52,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/26/1970,,,,,0.18,0,0,52,32,47,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/27/1970,,,,,0.63,1,0,48,32,39,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/28/1970,,,,,0,0,0,46,26,35,,,,1,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/29/1970,,,,,0.28,1,0,38,30,33,,,,1,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/30/1970,,,,,0.2,0,0,37,31,34,,,,1,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",10/31/1970,,,,,0.6,3,2,36,32,35,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/01/1970,,,,,0.18,0,1,37,32,35,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/02/1970,,,,,0.04,0,0,38,33,38,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/03/1970,,,,,0,0,0,42,32,39,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/04/1970,,,,,0,0,0,39,27,32,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/05/1970,,,,,0,0,0,51,26,42,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/06/1970,,,,,0,0,0,46,25,35,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/07/1970,,,,,0,0,0,35,30,33,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/08/1970,,,,,0,0,0,37,29,36,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/09/1970,,,,,0.01,0,0,41,31,34,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/10/1970,,,,,0,0,0,34,25,31,,,,,,,,,,
USC00214106,"ITASCA UNIVERSITY OF MINN, MN US",11/11/1970,,,,,0,0,0,33,29,30,,,,1,,,,,,
